Title,ID
Callus γδ T cells and microbe-induced intestinal Th17 cells improve fracture healing in mice.,36881482
The protective role of human ghrelin in sepsis: Restoration of CD4 T cell proliferation.,30052667
A B Cell Epitope Peptide Derived from the Major Grass Pollen Allergen Phl p 1 Boosts Allergen-Specific Secondary Antibody Responses without Allergen-Specific T Cell Help.,28093528
Effector T<sub>H</sub>17 Cells Give Rise to Long-Lived T<sub>RM</sub> Cells that Are Essential for an Immediate Response against Bacterial Infection.,31442406
Surface PEGylation suppresses pulmonary effects of CuO in allergen-induced lung inflammation.,31277695
Intranasal administration of Mycobacterium bovis BCG induces superior protection against aerosol infection with Mycobacterium tuberculosis in mice.,25143340
