Title,ID
Emodin modulates gut microbial community and triggers intestinal immunity.,36088620
Cytokine elevation in the mouse small intestine at the early stage of infection with the gastrointestinal parasite Heligmosomoides polygyrus.,33597317
Selective expression of claudin-5 in thymic endothelial cells regulates the blood-thymus barrier and T-cell export.,33038259
Schistosoma mansoni Larvae Do Not Expand or Activate Foxp3+ Regulatory T Cells during Their Migratory Phase.,26195548
Low-dose 5-aza-2'-deoxycytidine pretreatment inhibits experimental autoimmune encephalomyelitis by induction of regulatory T cells.,24869907
Progesterone-Based Contraceptives Reduce Adaptive Immune Responses and Protection against Sequential Influenza A Virus Infections. ,28179523
In vivo delivery of adenoviral vector containing interleukin-17 receptor a reduces cardiac remodeling and improves myocardial function in viral myocarditis leading to dilated cardiomyopathy.,23977238
CD25+CD4+ T cells contribute to the control of memory CD8+ T cells.,12084927
